Hospital Name,Hospital Type,Speciality,Sub Speciality,Doctor Name,Doctor Speciality,Full Address,Area,City,Country,Pincode/Postcode,Phone Number,Website,Google Rating,Total Reviews,Opening Time,Closing Time,Full Timing,Google Maps URL,Latitude,Longitude,Search Pincode/Postcode,Search Query,Scraped Date/Time
✅ Chasmawalla - The Optician (Rajkot),Hospital,,,,,Krishnanagar Main Rd near Dholakia School,Krishnanagar Main Rd near Dholakia School,Rajkot,India,360024,7046488860,https://www.chasmawalla.in/,4.9,152,,10 PM,Open · Closes 10 PM,"https://www.google.com/maps/place/%E2%9C%85+Chasmawalla+-+The+Optician+(Rajkot)/@22.2967467,70.748739,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbd5d2c8453d:0xbb94d3098033750a!8m2!3d22.2708559!4d70.7932883!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11vwwm5jyc?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2967467,70.748739,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:19
Dr. Jaimin Gadhvi,Hospital,,,,,Aadhya eye hospital Viraj complex University Rd near Krishna Complex near mayur bhajiya,Aadhya eye hospital Viraj complex University Rd near Krishna Complex near mayur bhajiya,Rajkot,India,360024,9979846939,,5.0,152,,12:30 PM,Open · Closes 12:30 PM,"https://www.google.com/maps/place/Dr.+Jaimin+Gadhvi/@22.2967467,70.748739,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959b58e23813169:0x97221ff24f1cfe68!8m2!3d22.2879813!4d70.7638197!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU5ZYkhWaFp6TkJSUkFC4AEA-gEECBoQKg!16s%2Fg%2F11cn68k8lt?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2967467,70.748739,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:21
Natural vision Laser centre,Hospital,,,,,Aradhana Society Main Rd near Airport near Airport,Aradhana Society Main Rd near Airport near Airport,Rajkot,India,360024,9638677733,,4.4,152,,6:30 PM,Open · Closes 6:30 PM,"https://www.google.com/maps/place/Natural+vision+Laser+centre/@22.28158,70.7483552,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb10adc21d6d:0xfb8aad7ebc3b7174!8m2!3d22.3070037!4d70.7837626!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgENbGFzaWtfc3VyZ2VvbpoBRENpOURRVWxSUVVOdlpFTm9kSGxqUmpsdlQydE9TVTVyUmsxVGFscExZVlpXV0ZSV1JtOWpTRVV3VjFSR00xVlhZeEFC4AEA-gEECAAQRQ!16s%2Fg%2F11fp4k0l8f?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.28158,70.7483552,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:40
Dr.Hindocha - Shivani Hospital,Hospital,,,,,7RG2+536 Dhebar Rd,Dhebar Rd,Rajkot,India,360024,,,4.1,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Dr.Hindocha+-+Shivani+Hospital/@22.3070037,70.7456538,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbea30226a57:0xdbd2fba654bb0680!8m2!3d22.2754013!4d70.8001432!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMmt4Y1ZkVVpIcFBWRlpJWkZWR01HUkljRzFqYkVKdFUwaG9TVnBIWXhBQuABAPoBBQiCARA7!16s%2Fg%2F11gslv43yn?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3070037,70.7456538,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:43
Dr Dharmesh Shah,Hospital,,,,,7QMQ+38J,,Rajkot,India,360024,0281 245 1121,,3.3,152,,1:30 PM,Open · Closes 1:30 PM,"https://www.google.com/maps/place/Dr+Dharmesh+Shah/@22.2754013,70.7620344,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca27f44eb8bd:0xd24eb69bdedfacfa!8m2!3d22.2827114!4d70.7882777!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQdzdXJnZW9u4AEA!16s%2Fg%2F1tc_cngv?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2754013,70.7620344,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:44
Swami Narayan Hospital Gurukul Ashram,Hospital,,,,,Gondal Rd,Gondal Rd,Rajkot,India,360024,,,3.9,152,,5 PM,Open · Closes 5 PM,"https://www.google.com/maps/place/Swami+Narayan+Hospital+Gurukul+Ashram/@22.2754013,70.7620344,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca720d000007:0xc70b0547421e0c47!8m2!3d22.2759695!4d70.800225!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQhob3NwaXRhbOABAA!16s%2Fg%2F11c6pq1220?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2754013,70.7620344,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:45
✅ Chasmawalla (UK Qualified Optician),Hospital,,,,,Holiday Corner Amin Marg next to Chandan Provision Store,Holiday Corner Amin Marg next to Chandan Provision Store,Rajkot,India,360024,7046188860,http://www.chasmawalla.in/,4.9,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/%E2%9C%85+Chasmawalla+(UK+Qualified+Optician)/@22.2754013,70.7620344,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca3b1adc8b61:0x256116e2c8a7ab1b!8m2!3d22.2873108!4d70.7803482!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F1tdb_0rs?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2754013,70.7620344,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:47
arham Eye Hospital & Cornea Care Centre,Hospital,,,,,7QMQ+44R Panchavati Society Main Road,Panchavati Society Main Road,Rajkot,India,360024,,,,152,,,,"https://www.google.com/maps/place/arham+Eye+Hospital+%26+Cornea+Care+Centre/@22.2873108,70.7422394,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca3e18c46917:0xc90f3d48c720d491!8m2!3d22.2828742!4d70.7877735!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHPgAQA!16s%2Fg%2F11nk11pn3c?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2873108,70.7422394,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:49
gulbchand talakchand sheth ophthalmic hospital,Hospital,,,,,8R32+C39,,Rajkot,India,360024,,,5.0,152,,5 PM,Open · Closes 5 PM,"https://www.google.com/maps/place/gulbchand+talakchand+sheth+ophthalmic+hospital/@22.2873108,70.7422394,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959c93699a0cd97:0xeb243ac3e9a6beb0!8m2!3d22.3035289!4d70.8002188!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11h6pyx6p6?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2873108,70.7422394,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:50
DREAM VISION LASER CENTRE,Hospital,,,,,Akash 2nd Floor Amin Marg Kotecha Nagar,Akash 2nd Floor Amin Marg Kotecha Nagar,Rajkot,India,360024,7874724040,http://www.dreamvisionlasercentre.com/,3.9,152,,7 PM,Open · Closes 7 PM,"https://www.google.com/maps/place/DREAM+VISION+LASER+CENTRE/@22.3035289,70.76211,14z/data=!3m1!5s0x3959ca24a64672e1:0x37c8cb114fcaa614!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca232f8dd34d:0x67cf7f01bb24e64c!8m2!3d22.2901989!4d70.7846079!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEPZXllX2NhcmVfY2VudGVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJzNWIweFhPVmxsVldzMVVXeFdabFp0ZEdsTk0wNVpXVzVHUkZKRlJSQULgAQD6AQUIhwIQLw!16s%2Fg%2F11b6_nzb0v?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3035289,70.76211,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:52
Dr. Ketan Bavishi,Hospital,,,,,2 1st floor Divine Healthcare Center Vidya Nagar Main Rd near Rashtriya Shala Road,2 1st floor Divine Healthcare Center Vidya Nagar Main Rd near Rashtriya Shala Road,Rajkot,India,360024,0281 246 5577,https://www.facebook.com/drketanbavishi/,3.5,152,,12:30 PM,Open · Closes 12:30 PM,"https://www.google.com/maps/place/Dr.+Ketan+Bavishi/@22.3035289,70.76211,14z/data=!3m1!5s0x3959ca1045cb22bf:0xd6b84ce05315bf43!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca1278f4820b:0xec25e719487b5132!8m2!3d22.2892044!4d70.7981642!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEHc3VyZ2VvbpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONk0zUnROVFpuUlJBQuABAPoBBAgAECs!16s%2Fg%2F1hc4s4_6h?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3035289,70.76211,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:53:54
Khushee eye hospital laser center & optical,Hospital,,,,,Vivekanand nagar corner Kothariya Main Rd near Ambedkar gate,Vivekanand nagar corner Kothariya Main Rd near Ambedkar gate,Rajkot,India,360024,7433910313,,1.0,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Khushee+eye+hospital+laser+center+%26+optical/@22.2727891,70.774852,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959b5a35fadd6c7:0xa4d8e7d3f08f0eba!8m2!3d22.2727891!4d70.8129608!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F11y4z96_w1?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2727891,70.774852,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:00
Sadguru Ranchhoddasji Maharaj Proposed Eye Hospital,Hospital,,,,,Kuvadava Road Opp Sadguru Ashram 360003,Kuvadava Road Opp Sadguru Ashram,Rajkot,India,360024,,,5.0,152,,,Open,"https://www.google.com/maps/place/Sadguru+Ranchhoddasji+Maharaj+Proposed+Eye+Hospital/@22.3073873,70.7781764,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959b606fc799ef1:0x536c0efda029b916!8m2!3d22.3073873!4d70.8162852!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIaG9zcGl0YWyaASNDaFpEU1VoTk1HOW5TMFZKUTBGblRVTlpkSEl5VUZGUkVBReABAPoBBAgAECg!16s%2Fg%2F11h9qf1g64?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3073873,70.7781764,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:06
Detroja MultiSpeciality Dental Hospital,Hospital,,,,,1st Samruddhi Complex University Rd near Bharat Dairy,1st Samruddhi Complex University Rd near Bharat Dairy,Rajkot,India,360024,8866194289,,5.0,152,,1 PM,Open · Closes 1 PM,"https://www.google.com/maps/place/Detroja+MultiSpeciality+Dental+Hospital/@22.3073873,70.7781764,14z/data=!3m1!5s0x3959ca2de2a7814d:0xddebb826351cf5de!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca2dfbedaf3f:0x83a9b2f410c1d0a0!8m2!3d22.2880607!4d70.7698203!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgENZGVudGFsX2NsaW5pY5oBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSb2VITlFWVWRSRUFF4AEA-gEECAAQLA!16s%2Fg%2F11c60mtrk8?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.3073873,70.7781764,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:09
Vision Hub Eye care & Opticals,Hospital,,,,,"Samrath"" Park venue building corner road Nana Mava Main Rd near Raj Residency opp. Haveli Appartment","Samrath"" Park venue building corner road Nana Mava Main Rd near Raj Residency opp. Haveli Appartment",Rajkot,India,360024,9408980444,,4.8,152,,8:30 PM,Open · Closes 8:30 PM,"https://www.google.com/maps/place/Vision+Hub+Eye+care+%26+Opticals/@22.2880607,70.7317115,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb5834104a45:0x2c7c6bff29a89b5b!8m2!3d22.2768669!4d70.774401!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11vt286xxv?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2880607,70.7317115,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:12
Titan Eye+ at Kalavad Road Rajkot (Buy 1 Get 1 Free),Hospital,,,,,"Shop No.3,G/F Aradhana building Beside bank of Baroda Kotecha Chowk Kalawad Road Kalavad Rd",G/F Aradhana building Beside bank of Baroda Kotecha Chowk Kalawad Road Kalavad Rd,Rajkot,India,360024,7043697638,https://www.titaneyeplus.com/,4.9,152,,9:30 PM,Open · Closes 9:30 PM,"https://www.google.com/maps/place/Titan+Eye%2B+at+Kalavad+Road,+Rajkot+(Buy+1+Get+1+Free)/@22.2880607,70.7317115,14z/data=!3m1!5s0x3959ca269b25ae9d:0xbd745bf02ecdb503!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbc602b08d7b:0xcc9cb6692ac09b70!8m2!3d22.2911377!4d70.7794064!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11f2v044pr?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2880607,70.7317115,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:19
New Vision Laser Center,Hospital,,,,,203 Embassy Building Opposite jubilee Baug Jawahar Rd,203 Embassy Building Opposite jubilee Baug Jawahar Rd,Rajkot,India,360024,,,4.6,152,,,,"https://www.google.com/maps/place/New+Vision+Laser+Center/@22.2920165,70.7657478,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca033e9a7fed:0x212c450dc5e7760e!8m2!3d22.3008724!4d70.800938!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9leWVfY2FyZV9jZW50ZXLgAQA!16s%2Fg%2F1tjyr_tf?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2920165,70.7657478,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:42
Centre For Sight Eye Hospital,Hospital,,,,,203 Embassy Building Opp. Jubilee Baug Jawahar Road,203 Embassy Building Opp. Jubilee Baug Jawahar Road,Rajkot,India,360024,9558204559,,4.7,152,,6:30 PM,Open · Closes 6:30 PM,"https://www.google.com/maps/place/Centre+For+Sight+Eye+Hospital/@22.2920165,70.7657478,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca02c562776f:0x2909f9dfa56f2ac3!8m2!3d22.300918!4d70.800847!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ1sYXNpa19zdXJnZW9u4AEA!16s%2Fg%2F11ckqn9n4m?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2920165,70.7657478,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:44
NILKANTH HOSPITAL,Hospital,,,,,"80 FEET ROAD NEAR NATESHVAR MAHADEV TEMPLE,KOTHARIYA COLONY Main Rd",80 FEET ROAD NEAR NATESHVAR MAHADEV TEMPLE,Rajkot,India,360024,7862878638,,5.0,152,12:00 AM,11:59 PM,Open 24 hours,"https://www.google.com/maps/place/NILKANTH+HOSPITAL/@22.2920165,70.7657478,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbfe5fbf9cb9:0xaf65f45de5c625d4!8m2!3d22.2812102!4d70.8070632!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQhob3NwaXRhbOABAA!16s%2Fg%2F11nn40rk8s?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2920165,70.7657478,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:54:49
𝗘𝘆𝗲 𝗖𝗮𝗻 𝗦𝗲𝗲 - Frames Optometrist Armani Prada Best Designer Glasses Shop in Rajkot,Hospital,,,,,kalawad road,kalawad road,Rajkot,India,360024,9898025055,,4.2,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/%F0%9D%97%98%F0%9D%98%86%F0%9D%97%B2+%F0%9D%97%96%F0%9D%97%AE%F0%9D%97%BB+%F0%9D%97%A6%F0%9D%97%B2%F0%9D%97%B2+-+Frames%7C+Optometrist%7C+Armani%7C+Prada%7C+Best+Designer+Glasses+Shop+in+Rajkot/@22.288853,70.7379412,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca255706ddd3:0xe4158c5b2b31c71f!8m2!3d22.288853!4d70.77605!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11c3_9qc03?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.288853,70.7379412,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:27
Eyepost,Hospital,,,,,Shop no.24 Jasal Complex 150 Feet Ring Road Nanavati Cir opp. Sterling Hospital,Shop no.24 Jasal Complex 150 Feet Ring Road Nanavati Cir opp. Sterling Hospital,Rajkot,India,360024,8000600048,,4.9,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/Eyepost/@22.288853,70.7379412,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959c99c4a201993:0xfa87d26fc0d4ad5d!8m2!3d22.3057328!4d70.7688172!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW6aASNDaFpEU1VoTk1HOW5TMFZOU0V0d05qTjBOMDB0Y0ZObkVBReABAPoBBQijARAr!16s%2Fg%2F11c5b5tn8d?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.288853,70.7379412,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:32
PARAM HOSPITAL ( ORTHOPAEDIC AND EYE HOSPITAL)Doctor House,Hospital,,,,,Gondal Rd opp. LODHAWAD POLICE CHOWKY,Gondal Rd opp. LODHAWAD POLICE CHOWKY,Rajkot,India,360024,,,5.0,152,12:00 AM,11:59 PM,Open 24 hours,"https://www.google.com/maps/place/PARAM+HOSPITAL+(+ORTHOPAEDIC+AND+EYE+HOSPITAL)Doctor+House/@22.2900537,70.7628297,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959ca0fc280e3ef:0xa2770cd97affc6b3!8m2!3d22.2900537!4d70.8009385!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSARJvcnRob3BlZGljX3N1cmdlb27gAQA!16s%2Fg%2F1thxtm2w?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2900537,70.7628297,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:34
Dr Vijay Maheshwari,Hospital,,,,,Mheshwari Eye Care Hospital near Gandhi Museum,,Rajkot,India,360024,,,4.4,152,,,,"https://www.google.com/maps/place/Dr+Vijay+Maheshwari/@22.2900537,70.7628297,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cb1091914d53:0xb906252660520a92!8m2!3d22.2989941!4d70.7977885!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ9vcGh0aGFsbW9sb2dpc3TgAQA!16s%2Fg%2F11qjglh2_8?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2900537,70.7628297,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:38
Dr.Manoj Bhatt Clinic,Hospital,,,,,Bhatt Eye Hospital 97 Janta Society Tagore Rd,Bhatt Eye Hospital 97 Janta Society Tagore Rd,Rajkot,India,360024,,,5.0,152,,,,"https://www.google.com/maps/place/Dr.Manoj+Bhatt+Clinic/@22.2900537,70.7628297,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbc77db39cdb:0xc3f2d8f4febef97f!8m2!3d22.2926603!4d70.7871826!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHOSAQ5tZWRpY2FsX2NsaW5pY-ABAA!16s%2Fg%2F11h0_f7gdm?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2900537,70.7628297,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:46
Eyepost- An Optical showroom,Hospital,,,,,Street Number 3 150 Feet Ring Rd near Kohinoor Apartment below shraddha eye hospital Jalaram,Street Number 3 150 Feet Ring Rd near Kohinoor Apartment below shraddha eye hospital Jalaram,Rajkot,India,360024,8000700075,,4.9,152,,9 PM,Open · Closes 9 PM,"https://www.google.com/maps/place/Eyepost-+An+Optical+showroom/@22.2901589,70.732507,14z/data=!4m10!1m2!2m1!1sEye+clinics+in+360024+Rajkot+eye+hospitals!3m6!1s0x3959cbe8f26fffe5:0x31d6cf4d141e5f64!8m2!3d22.2901589!4d70.7706158!15sCipFeWUgY2xpbmljcyBpbiAzNjAwMjQgUmFqa290IGV5ZSBob3NwaXRhbHNaLCIqZXllIGNsaW5pY3MgaW4gMzYwMDI0IHJhamtvdCBleWUgaG9zcGl0YWxzkgEIb3B0aWNpYW7gAQA!16s%2Fg%2F11n6hd3hcn?hl=en&entry=ttu&g_ep=EgoyMDI2MDgxOS4wIKXMDSoASAFQAw%3D%3D",22.2901589,70.732507,360024,Eye clinics in 360024 Rajkot eye hospitals,2026-08-24 11:55:50
